sku,collection_date,title,category_name,list_price,current_price,available_count,avg_price_7d,avg_price_30d,day_over_day_change,day_over_day_change_pct,week_over_week_change,week_over_week_change_pct,category_price_rank,category_price_percentile,category_sku_count,discount_depth,category_median_price,premium_to_category_median,price_volatility_30d
9707989a439757b4,2026-08-11,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,43.63,41.25,3,41.25,41.25,,,,,27,0.6486,75,0.0545,35.54,0.1607,
cb62418129b864a3,2026-08-11,Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,39.13,38.75,3,38.75,38.75,,,,,33,0.5676,75,0.0097,35.54,0.0903,
c59283b05905c853,2026-08-11,Original Fake,Sequential Art,31.45,32.18,3,32.18,32.18,,,,,45,0.4054,75,-0.0232,35.54,-0.0945,
4f6985aca357ae09,2026-08-11,"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,42.72,41.98,3,41.98,41.98,,,,,25,0.6757,75,0.0173,35.54,0.1812,
d5f5a122a593b580,2026-08-11,"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,45.17,43.91,3,43.91,43.91,,,,,24,0.6892,75,0.0279,35.54,0.2355,
15f415d436888b2d,2026-08-11,"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,49.31,48.16,3,48.16,48.16,,,,,16,0.7973,75,0.0233,35.54,0.3551,
1d89a2aa9f6ce50f,2026-08-11,Awkward,Sequential Art,38.02,37.19,3,37.19,37.19,,,,,37,0.5135,75,0.0218,35.54,0.0464,
276dc716b1da8899,2026-08-11,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,54.81,52.85,2,52.85,52.85,,,,,9,0.8919,75,0.0358,35.54,0.4871,
9189fd009df41d0e,2026-08-11,"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,11.75,11.46,2,11.46,11.46,,,,,72,0.0405,75,0.0247,35.54,-0.6775,
c0db71f6bb14db11,2026-08-11,"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,11.64,11.63,2,11.63,11.63,,,,,71,0.0541,75,0.0009,35.54,-0.6728,
09d26b5f819c6a36,2026-08-11,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,18.51,18.68,1,18.68,18.68,,,,,61,0.1892,75,-0.0092,35.54,-0.4744,
dac9d1e654fac737,2026-08-11,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,36.52,35.54,1,35.54,35.54,,,,,38,0.5,75,0.0268,35.54,0.0,
5faefdc861684eb1,2026-08-11,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,54.12,55.41,1,55.41,55.41,,,,,2,0.9865,75,-0.0238,35.54,0.5591,
3301af038a720587,2026-08-11,The Complete Maus (Maus #1-2),Sequential Art,10.64,10.76,1,10.76,10.76,,,,,74,0.0135,75,-0.0113,35.54,-0.6972,
2ac720f76384c57e,2026-08-11,"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,42.12,39.23,1,39.23,39.23,,,,,29,0.6216,75,0.0686,35.54,0.1038,
4f64568dfefa3ce7,2026-08-11,"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,28.48,28.29,1,28.29,28.29,,,,,49,0.3514,75,0.0067,35.54,-0.204,
3cdca3b4a93980f5,2026-08-11,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,46.96,48.6,1,48.6,48.6,,,,,15,0.8108,75,-0.0349,35.54,0.3675,
bcbcbcf0f6ed196f,2026-08-11,"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,21.71,21.78,1,21.78,21.78,,,,,54,0.2838,75,-0.0032,35.54,-0.3872,
326825e02a198cf6,2026-08-11,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,29.87,31.03,1,31.03,31.03,,,,,46,0.3919,75,-0.0388,35.54,-0.1269,
35a60467893aa168,2026-08-11,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,39.39,38.96,1,38.96,38.96,,,,,30,0.6081,75,0.0109,35.54,0.0962,
6fe02600f322a0a9,2026-08-11,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,45.24,46.16,1,46.16,46.16,,,,,21,0.7297,75,-0.0203,35.54,0.2988,
eb0fe24bbc845ecc,2026-08-11,"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,56.76,55.1,1,55.1,55.1,,,,,3,0.973,75,0.0292,35.54,0.5504,
72e6fbf4f6382557,2026-08-11,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,40.28,38.77,1,38.77,38.77,,,,,32,0.5811,75,0.0375,35.54,0.0909,
099fae4a0705d63b,2026-08-11,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,34.65,32.55,1,32.55,32.55,,,,,44,0.4189,75,0.0606,35.54,-0.0841,
bfd5e1701c862ac3,2026-08-11,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,57.06,53.43,1,53.43,53.43,,,,,8,0.9054,75,0.0636,35.54,0.5034,
6957f44c3847a760,2026-08-11,Soumission,Fiction,50.1,52.14,20,52.14,52.14,,,,,12,0.8281,65,-0.0407,37.7,0.383,
b12b89017878a60d,2026-08-11,Private Paris (Private #10),Fiction,47.61,44.02,17,44.02,44.02,,,,,24,0.6406,65,0.0754,37.7,0.1676,
8d455c7539795d2a,2026-08-11,"We Love You, Charlie Freeman",Fiction,50.27,49.75,16,49.75,49.75,,,,,16,0.7656,65,0.0103,37.7,0.3196,
709822d0b5bcb7f4,2026-08-11,Thirst,Fiction,17.27,17.2,16,17.2,17.2,,,,,56,0.1406,65,0.0041,37.7,-0.5438,
d01ac97e2b8947c2,2026-08-11,The Murder That Never Was (Forensic Instincts #5),Fiction,54.11,54.31,16,54.31,54.31,,,,,7,0.9063,65,-0.0037,37.7,0.4406,
b8736690cf263a3c,2026-08-11,Tuesday Nights in 1980,Fiction,21.04,20.84,15,20.84,20.84,,,,,54,0.1719,65,0.0095,37.7,-0.4472,
fd3a622648667296,2026-08-11,The Vacationers,Fiction,42.15,39.32,15,39.32,39.32,,,,,32,0.5156,65,0.0671,37.7,0.043,
0651062381f0636a,2026-08-11,The Regional Office Is Under Attack!,Fiction,51.36,47.28,15,47.28,47.28,,,,,18,0.7344,65,0.0794,37.7,0.2541,
edb3097e71330040,2026-08-11,Finders Keepers (Bill Hodges Trilogy #2),Fiction,53.53,54.26,15,54.26,54.26,,,,,8,0.8906,65,-0.0136,37.7,0.4393,
e9906e2f0d189745,2026-08-11,The Time Keeper,Fiction,27.88,28.92,14,28.92,28.92,,,,,37,0.4375,65,-0.0373,37.7,-0.2329,
081305e6df719dff,2026-08-11,The Testament of Mary,Fiction,52.67,53.27,14,53.27,53.27,,,,,11,0.8438,65,-0.0114,37.7,0.413,
a86972014275e072,2026-08-11,The First Hostage (J.B. Collins #2),Fiction,25.85,26.84,14,26.84,26.84,,,,,42,0.3594,65,-0.0383,37.7,-0.2881,
2c04320e110a14a3,2026-08-11,Take Me with You,Fiction,45.21,46.94,14,46.94,46.94,,,,,19,0.7188,65,-0.0383,37.7,0.2451,
